Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://mtalotekniikka.fi/sahkotyot,Sähkötyöt Pirkanmaa | M Talotekniikka,91,0.06050985956022616,n/a,1,200,0.041,0,1,1,0,0,Canonical to other page,0,1,25,0,0,-,-,3,8,28,"sähköpalvelut pirkanmaalla: asennukset, huollot, vikapäivystys, lataus ja aurinko yhdeltä tiimiltä.",Google-Extended
https://mtalotekniikka.fi/,"M Talotekniikka | Sähkö, LVI ja saneeraus Pirkanmaalla",88,0.060384906514101645,n/a,0,200,0.04,0,1,1,0,0,Self-canonical,0,2,27,0,0,-,-,3,8,29,"paikallinen talotekniikkakumppani tampereella ja pirkanmaalla. sähkö-, lvi- ja saneerauspalvelut yhdellä sopimuksella – nopea vaste ja selkeä prosessi.",Google-Extended
https://mtalotekniikka.fi/rekry,Töihin meille | M Talotekniikka,85,0.05960821943893873,n/a,1,200,0.037,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,etsimme sähkö- ja lvi-ammattilaisia sekä saneerauspuolen tekijöitä pirkanmaalle. tutustu avoimiin tehtäviin.,Google-Extended
https://mtalotekniikka.fi/tietoa,Tietoa meistä | M Talotekniikka,85,0.05960821943893873,n/a,1,200,0.039,0,0,1,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,23,"m talotekniikka on paikallinen talotekniikan kumppani pirkanmaalla. sähkö-, lvi- ja saneerauspalvelut yhden tiimin voimin.",Google-Extended
https://mtalotekniikka.fi/ukk,Usein kysytyt kysymykset | M Talotekniikka,85,0.05960821943893873,n/a,1,200,0.038,0,1,1,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,"usein kysytyt kysymykset sähkö-, lvi- ja saneerauspalveluista. vastauksia kotitalousvähennykseen, päivystysaikoihin ja toimialueeseen.",Google-Extended
https://mtalotekniikka.fi/ajankohtaista,Ajankohtaista | M Talotekniikka,82,0.05951501958718113,n/a,1,200,0.04,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,25,"uutiset, blogi ja tärkeät ilmoitukset talotekniikasta ja m talotekniikan palveluista.",Google-Extended
https://mtalotekniikka.fi/hinnasto.html,,-,0.057229478360055146,n/a,1,308,0.012,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/projektit.html,,-,0.057229478360055146,n/a,1,308,0.018,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/tietosuoja.html,,-,0.057229478360055146,n/a,1,308,0.013,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/verkkokauppa.html,,-,0.057229478360055146,n/a,1,308,0.012,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/yhteystiedot.html,,-,0.057229478360055146,n/a,1,308,0.013,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/aurinkopaneelit.html,,-,0.05713438298049207,n/a,1,308,0.016,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/huoneistoremontti.html,,-,0.05713438298049207,n/a,1,308,0.013,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/ilmastointihuolto.html,,-,0.05713438298049207,n/a,1,308,0.011,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/keittioremontti.html,,-,0.05713438298049207,n/a,1,308,0.012,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/kylpyhuoneremontti.html,,-,0.05713438298049207,n/a,1,308,0.014,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/lampopumppu-asennus.html,,-,0.05713438298049207,n/a,1,308,0.015,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/sahkoautonlataus.html,,-,0.05713438298049207,n/a,1,308,0.013,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/putkityot.html,,-,0.05704755676436925,n/a,1,308,0.024,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/sahkotyot.html,,-,0.0568947426239931,n/a,1,308,0.012,0,0,0,0,0,-,0,35,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/rekry.html,,-,0.05599417262359823,n/a,1,308,0.012,0,0,0,0,0,-,0,32,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/tietoa.html,,-,0.05599417262359823,n/a,1,308,0.016,0,0,0,0,0,-,0,32,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/ukk.html,,-,0.05599417262359823,n/a,1,308,0.013,0,0,0,0,0,-,0,32,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/ajankohtaista.html,,-,0.05590069361674806,n/a,1,308,0.016,0,0,0,0,0,-,0,32,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/index.html,,-,0.055137380009667336,n/a,1,308,0.012,0,0,0,0,0,-,0,34,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/cdn-cgi/l/email-protection,,-,0.05393763447289436,n/a,1,404,0.005,0,0,0,0,0,-,0,31,0,0,0,-,-,0,0,1,-,Google-Extended
https://www.mtalotekniikka.fi/,"M Talotekniikka | Sähkö, LVI ja saneeraus Pirkanmaalla",79,0.049401855726406645,n/a,0,200,0.063,0,1,1,0,0,Canonical to other page,0,1,27,0,0,-,-,3,8,29,"paikallinen talotekniikkakumppani tampereella ja pirkanmaalla. sähkö-, lvi- ja saneerauspalvelut yhdellä sopimuksella – nopea vaste ja selkeä prosessi.",Google-Extended
https://www.mtalotekniikka.fi/aurinkopaneelit,"Aurinkopaneelit – mitoitus, asennus ja käyttöönotto | M Talotekniikka",79,0.049401855726406645,n/a,1,200,0.059,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,25,"aurinkopaneelien mitoitus, asennus ja käyttöönotto pirkanmaalla. invertterit, kytkennät ja dokumentoitu luovutus yhdeltä tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/hinnasto,Hinnasto | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.044,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,25,"ajantasainen hinnasto sähkö-, lvi- ja saneerauspalveluille. tuntihinnat, lisäkulut ja päivystysveloitus.",Google-Extended
https://www.mtalotekniikka.fi/huoneistoremontti,Huoneistoremontit | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.127,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,25,"huoneistoremontit pirkanmaalla: pintaremontit, keittiöt, märkätilat ja aikataulutettu luovutus yhdellä yhteyshenkilöllä.",Google-Extended
https://www.mtalotekniikka.fi/ilmastointihuolto,Ilmanvaihtotyöt ja huollot | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.052,0,0,1,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,25,"ilmanvaihdon huollot, puhdistukset, säädöt ja mittaukset pirkanmaalla. parempi sisäilma taloyhtiöille ja yrityksille.",Google-Extended
https://www.mtalotekniikka.fi/keittioremontti,Keittiöremontit | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.039,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,25,"keittiöremontit pirkanmaalla: suunnittelu, purku, asennus ja luovutus yhdellä yhteyshenkilöllä. sähkö ja lvi samalta tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/kylpyhuoneremontti,Kylpyhuoneremontit | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.043,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,25,"kylpyhuoneremontit pirkanmaalla: vedeneristys, sähkö- ja lvi-työt sekä dokumentoitu luovutus yhdeltä tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/lampopumppu-asennus,Lämpöpumput – asennus ja huolto | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.042,0,0,1,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,25,"lämpöpumppujen kartoitus, mitoitus, asennus ja huolto pirkanmaalla. ilmalämpöpumppu ja ilma-vesi -ratkaisut yhdeltä tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/projektit,Projektit ja referenssit | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.046,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,25,"tutustu m talotekniikan toteuttamiin sähkö-, lvi- ja saneerausprojekteihin pirkanmaalla.",Google-Extended
https://www.mtalotekniikka.fi/putkityot,Putkityöt ja LVI-palvelut | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.047,0,0,1,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,"putkityöt ja lvi-palvelut pirkanmaalla: vuodot, vesikalusteet, käyttövesiremontit ja huollot yhdeltä tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/sahkoautonlataus,"Sähköauton lataus – kartoitus, asennus ja käyttöönotto | M Talotekniikka",79,0.049401855726406645,n/a,1,200,0.041,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,25,"sähköauton latausratkaisut pirkanmaalla: kartoitus, kuormanhallinta, asennus ja dokumentoitu käyttöönotto yhdeltä tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/sahkotyot,Sähkötyöt Pirkanmaa | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.044,0,1,1,0,0,Canonical to other page,0,1,25,0,0,-,-,3,8,29,"sähköpalvelut pirkanmaalla: asennukset, huollot, vikapäivystys, lataus ja aurinko yhdeltä tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/tietosuoja,Tietosuojaseloste | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.044,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,"tietosuojaseloste kertoo, miten m talotekniikka käsittelee henkilötietoja ja evästeitä.",Google-Extended
https://www.mtalotekniikka.fi/verkkokauppa,Verkkokauppa | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.044,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,26,tilaa sähkö- ja lvi-palvelut sekä tarvikkeet helposti verkosta. nopea palvelu ja luotettava toimitus pirkanmaalla.,Google-Extended
https://www.mtalotekniikka.fi/yhteystiedot,Yhteystiedot | M Talotekniikka,79,0.049401855726406645,n/a,1,200,0.041,0,1,1,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,25,"ota yhteyttä m talotekniikkaan. puhelin, sähköposti ja yhteydenottolomake sähkö-, lvi- ja saneerauspalveluihin pirkanmaalla.",Google-Extended
https://www.mtalotekniikka.fi/ajankohtaista,Ajankohtaista | M Talotekniikka,76,0.04837577136152918,n/a,1,200,0.038,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,26,"uutiset, blogi ja tärkeät ilmoitukset talotekniikasta ja m talotekniikan palveluista.",Google-Extended
https://www.mtalotekniikka.fi/rekry,Töihin meille | M Talotekniikka,76,0.04837577136152918,n/a,1,200,0.066,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,25,etsimme sähkö- ja lvi-ammattilaisia sekä saneerauspuolen tekijöitä pirkanmaalle. tutustu avoimiin tehtäviin.,Google-Extended
https://www.mtalotekniikka.fi/tietoa,Tietoa meistä | M Talotekniikka,76,0.04837577136152918,n/a,1,200,0.037,0,0,1,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,"m talotekniikka on paikallinen talotekniikan kumppani pirkanmaalla. sähkö-, lvi- ja saneerauspalvelut yhden tiimin voimin.",Google-Extended
https://www.mtalotekniikka.fi/ukk,Usein kysytyt kysymykset | M Talotekniikka,76,0.04837577136152918,n/a,1,200,0.056,0,1,1,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,25,"usein kysytyt kysymykset sähkö-, lvi- ja saneerauspalveluista. vastauksia kotitalousvähennykseen, päivystysaikoihin ja toimialueeseen.",Google-Extended
https://www.mtalotekniikka.fi/aurinkopaneelit.html,,-,0.045844103207186265,n/a,1,308,0.035,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/hinnasto.html,,-,0.045844103207186265,n/a,1,308,0.019,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/huoneistoremontti.html,,-,0.045844103207186265,n/a,1,308,0.049,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/ilmastointihuolto.html,,-,0.045844103207186265,n/a,1,308,0.015,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/index.html,,-,0.045844103207186265,n/a,1,308,0.012,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/keittioremontti.html,,-,0.045844103207186265,n/a,1,308,0.011,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/kylpyhuoneremontti.html,,-,0.045844103207186265,n/a,1,308,0.011,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/lampopumppu-asennus.html,,-,0.045844103207186265,n/a,1,308,0.017,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/projektit.html,,-,0.045844103207186265,n/a,1,308,0.021,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/putkityot.html,,-,0.045844103207186265,n/a,1,308,0.024,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/sahkoautonlataus.html,,-,0.045844103207186265,n/a,1,308,0.01,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/sahkotyot.html,,-,0.045844103207186265,n/a,1,308,0.015,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/tietosuoja.html,,-,0.045844103207186265,n/a,1,308,0.069,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/verkkokauppa.html,,-,0.045844103207186265,n/a,1,308,0.011,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/yhteystiedot.html,,-,0.045844103207186265,n/a,1,308,0.013,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/ajankohtaista.html,,-,0.04481659018812472,n/a,1,308,0.015,0,0,0,0,0,-,0,30,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/cdn-cgi/l/email-protection,,-,0.04481659018812472,n/a,1,404,0.006,0,0,0,0,0,-,0,30,0,0,0,-,-,0,0,1,-,Google-Extended
https://www.mtalotekniikka.fi/rekry.html,,-,0.04481659018812472,n/a,1,308,0.014,0,0,0,0,0,-,0,30,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/tietoa.html,,-,0.04481659018812472,n/a,1,308,0.013,0,0,0,0,0,-,0,30,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/ukk.html,,-,0.04481659018812472,n/a,1,308,0.016,0,0,0,0,0,-,0,30,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/vikapalvelu-tampere,Vikapalvelu Tampere | M Talotekniikka,74,0.015342512121784425,n/a,1,200,0.029,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,24/7 vikapalvelu sähkö- ja lvi-ongelmiin pirkanmaalla. toimintaohjeet ja nopea vaste.,Google-Extended
https://mtalotekniikka.fi/sahkoautonlataus-tampere,Sähköauton lataus Tampere | M Talotekniikka,71,0.015104147513159069,n/a,1,200,0.027,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,"kotilataus, taloyhtiöiden ja yritysten latausratkaisut tampereella ja pirkanmaalla.",Google-Extended
https://mtalotekniikka.fi/putkityot-tampere,Putkityöt Tampere | M Talotekniikka,68,0.013234632643394539,n/a,1,200,0.034,0,0,0,0,0,Canonical to other page,0,1,20,0,0,-,-,2,8,23,"putkityöt tampereella ja pirkanmaalla: vuodot, vesikalusteet, käyttövesiremontit ja huollot yhdeltä lvi-tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/vikapalvelu-tampere,Vikapalvelu Tampere | M Talotekniikka,65,0.01314675048257628,n/a,1,200,0.047,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,24/7 vikapalvelu sähkö- ja lvi-ongelmiin pirkanmaalla. toimintaohjeet ja nopea vaste.,Google-Extended
https://mtalotekniikka.fi/kylpyhuoneremontti-tampere,Kylpyhuoneremontti Tampere | M Talotekniikka,62,0.01308333460871624,n/a,1,200,0.036,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,kylpyhuoneremontit vtt-sertifioidulla vedeneristyksellä ja dokumentoinnilla.,Google-Extended
https://mtalotekniikka.fi/aurinkopaneelit-tampere,Aurinkopaneelit Tampere | M Talotekniikka,59,0.012956546713310247,n/a,2,200,0.037,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,aurinkopaneelien suunnittelu ja asennus pirkanmaalla. dokumentoitu käyttöönotto ja huolto.,Google-Extended
https://www.mtalotekniikka.fi/sahkoautonlataus-tampere,Sähköauton lataus Tampere | M Talotekniikka,56,0.012943199245891678,n/a,1,200,0.04,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,"kotilataus, taloyhtiöiden ja yritysten latausratkaisut tampereella ja pirkanmaalla.",Google-Extended
https://mtalotekniikka.fi/lvi,LVI-palvelut & putkityöt Pirkanmaalla | M Talotekniikka,53,0.01188435578077186,n/a,1,200,0.032,0,1,1,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,27,"lvi-palvelut: putkiremontit, lämmitysjärjestelmät, ilmanvaihto ja huollot pirkanmaalla. päivystys, suunnittelu ja dokumentointi yhdeltä kumppanilta.",Google-Extended
https://mtalotekniikka.fi/vikapalvelu-tampere.html,,-,0.011648440236280814,n/a,1,308,0.012,0,0,0,0,0,-,0,7,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/putkityot-tampere,Putkityöt Tampere | M Talotekniikka,50,0.011526589675228967,n/a,1,200,0.034,0,0,0,0,0,Canonical to other page,0,1,20,0,0,-,-,2,8,23,"putkityöt tampereella ja pirkanmaalla: vuodot, vesikalusteet, käyttövesiremontit ja huollot yhdeltä lvi-tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/kylpyhuoneremontti-tampere,Kylpyhuoneremontti Tampere | M Talotekniikka,47,0.011493688521840836,n/a,1,200,0.035,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,kylpyhuoneremontit vtt-sertifioidulla vedeneristyksellä ja dokumentoinnilla.,Google-Extended
https://mtalotekniikka.fi/sahkoautonlataus-tampere.html,,-,0.011411392831884594,n/a,1,308,0.013,0,0,0,0,0,-,0,6,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/aurinkopaneelit-tampere,Aurinkopaneelit Tampere | M Talotekniikka,44,0.011320846790353062,n/a,2,200,0.044,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,aurinkopaneelien suunnittelu ja asennus pirkanmaalla. dokumentoitu käyttöönotto ja huolto.,Google-Extended
https://mtalotekniikka.fi/ilmastointihuolto-tampere,Ilmanvaihtotyöt Tampere | M Talotekniikka,41,0.011314717066873821,n/a,2,200,0.052,0,0,0,0,0,Canonical to other page,0,1,19,0,0,-,-,2,8,22,"ilmanvaihdon huollot, mittaukset ja säädöt pirkanmaalla. iv-koneet, kanavien puhdistus ja tasapainotus raportoituna.",Google-Extended
https://mtalotekniikka.fi/lampopumppu-asennus-tampere,Lämpöpumppu asennus Tampere | M Talotekniikka,41,0.011314717066873821,n/a,2,200,0.041,0,0,0,0,0,Canonical to other page,0,1,19,0,0,-,-,2,8,22,"lämpöpumput tampereella ja pirkanmaalla: mitoitus, asennus, käyttöönotto ja huolto yhdeltä tiimiltä.",Google-Extended
https://mtalotekniikka.fi/huoneistoremontti-tampere,Huoneistoremontti Tampere | M Talotekniikka,38,0.011043486886897732,n/a,2,200,0.041,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,huoneistoremontit ja pintojen päivitykset pirkanmaalla. selkeä aikataulu ja dokumentointi.,Google-Extended
https://mtalotekniikka.fi/keittioremontti-tampere,Keittiöremontti Tampere | M Talotekniikka,38,0.011043486886897732,n/a,2,200,0.116,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,"keittiöremontit avaimet käteen pirkanmaalla. kalusteet, sähkö- ja putkikytkennät.",Google-Extended
https://mtalotekniikka.fi/lvi-vikapalvelu-tampere,LVI-vikapalvelu Tampere | M Talotekniikka,35,0.01069812836174612,n/a,2,200,0.054,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,26,"24/7 lvi-päivystys pirkanmaalla. vuodot, tukokset ja lämmitysongelmat.",Google-Extended
https://www.mtalotekniikka.fi/lvi,LVI-palvelut & putkityöt Pirkanmaalla | M Talotekniikka,32,0.010679893308859866,n/a,1,200,0.048,0,1,1,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,27,"lvi-palvelut: putkiremontit, lämmitysjärjestelmät, ilmanvaihto ja huollot pirkanmaalla. päivystys, suunnittelu ja dokumentointi yhdeltä kumppanilta.",Google-Extended
